SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82055","Grosse Pointe Public Schools","05142","Grosse Pointe North High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","4","31","39","13","N/A","N/A","N/A","35","52","87","<=5%","*","44.8","14.9","N/A","N/A","N/A","40.20","59.80","2097.6000000000000000","23.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82055","Grosse Pointe Public Schools","05142","Grosse Pointe North High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Native Hawaiian or Other Pacific Islander","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82055","Grosse Pointe Public Schools","05142","Grosse Pointe North High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","63","109","47","8","N/A","N/A","N/A","172","55","227","27.8","48.0","*","<=5%","N/A","N/A","N/A","75.80","24.20","2115.4000000000000000","23.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82055","Grosse Pointe Public Schools","05142","Grosse Pointe North High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Native Hawaiian or Other Pacific Islander","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82055","Grosse Pointe Public Schools","05142","Grosse Pointe North High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","70","129","67","15","N/A","N/A","N/A","199","82","281","24.9","45.9","23.8","5.3","N/A","N/A","N/A","70.80","29.20","2113.4000000000000000","24.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82055","Grosse Pointe Public Schools","05142","Grosse Pointe North High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students With Disabilities","<3","*","13","9","N/A","N/A","N/A","9","22","31","<=10%","*","41.9","29.0","N/A","N/A","N/A","29.00","71.00","2085.5000000000000000","21.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","9","12","25","63","N/A","N/A","N/A","21","88","109","8.3","11.0","22.9","57.8","N/A","N/A","N/A","19.30","80.70","2078.0000000000000000","24.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Students Without Disabilities","9","14","27","137","N/A","N/A","N/A","23","164","187","<=5%","*","14.4","73.3","N/A","N/A","N/A","12.30","87.70","2069.8000000000000000","22.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","English Learners","<3","*","37","44","N/A","N/A","N/A","6","81","87","<=5%","*","42.5","50.6","N/A","N/A","N/A","6.90","93.10","2072.9000000000000000","16.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not English Learners","7","30","57","16","N/A","N/A","N/A","37","73","110","6.4","27.3","51.8","14.5","N/A","N/A","N/A","33.60","66.40","2091.0000000000000000","22.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Male","7","11","15","95","N/A","N/A","N/A","18","110","128","5.5","8.6","11.7","74.2","N/A","N/A","N/A","14.10","85.90","2069.7000000000000000","23.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Female","<3","3","13","50","N/A","N/A","N/A","5","63","68","<=5%","<=5%","19.1","73.5","N/A","N/A","N/A","7.40","92.60","2067.8000000000000000","20.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","9","14","28","145","N/A","N/A","N/A","23","173","196","<=5%","*","14.3","74.0","N/A","N/A","N/A","11.70","88.30","2069.1000000000000000","22.8000000000000000","N/A","2032","2143","2053.25","2063.00","2080.75"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","7","36","94","60","N/A","N/A","N/A","43","154","197","<=5%","*","47.7","30.5","N/A","N/A","N/A","21.80","78.20","2083.0000000000000000","21.7000000000000000","N/A","2047","2153","2068.00","2077.00","2093.00"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","6","36","92","59","N/A","N/A","N/A","42","151","193","<=5%","*","47.7","30.6","N/A","N/A","N/A","21.80","78.20","2082.8000000000000000","21.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Asian","7","9","7","55","N/A","N/A","N/A","16","62","78","9.0","11.5","9.0","70.5","N/A","N/A","N/A","20.50","79.50","2073.7000000000000000","27.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Black or African American","<3","<3","<3","*","N/A","N/A","N/A","<3","*","30","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2060.6000000000000000","13.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","White","<3","*","17","60","N/A","N/A","N/A","7","77","84","<=5%","*","20.2","71.4","N/A","N/A","N/A","8.30","91.70","2067.6000000000000000","20.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Two or More Races","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Hispanic of Any Race","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","5","24","58","42","N/A","N/A","N/A","29","100","129","<=5%","*","45.0","32.6","N/A","N/A","N/A","22.50","77.50","2083.2000000000000000","22.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","<3","*","36","18","N/A","N/A","N/A","14","54","68","<=5%","*","52.9","26.5","N/A","N/A","N/A","20.60","79.40","2082.6000000000000000","20.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Asian","5","21","36","17","N/A","N/A","N/A","26","53","79","6.3","26.6","45.6","21.5","N/A","N/A","N/A","32.90","67.10","2089.4000000000000000","24.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","<3","3","16","11","N/A","N/A","N/A","3","27","30","<=20%","<=20%","*","*","N/A","N/A","N/A","<=20%",">=80%","2077.0000000000000000","15.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","<3","*","39","32","N/A","N/A","N/A","13","71","84","<=5%","*","46.4","38.1","N/A","N/A","N/A","15.50","84.50","2078.6000000000000000","19.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Two or More Races","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Hispanic of Any Race","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Economically Disadvantaged","8","14","27","143","N/A","N/A","N/A","22","170","192","<=5%","*","14.1","74.5","N/A","N/A","N/A","11.50","88.50","2068.9000000000000000","22.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students Without Disabilities","7","36","89","56","N/A","N/A","N/A","43","145","188","<=5%","*","47.3","29.8","N/A","N/A","N/A","22.90","77.10","2083.6000000000000000","21.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","English Learners","<3","<3","*","*","N/A","N/A","N/A","<3","*","87","<=5%","<=5%","<=5%","*","N/A","N/A","N/A","<=5%",">=95%","2057.8000000000000000","13.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","White","<3","*","17","48","N/A","N/A","N/A","7","65","72","<=5%","*","23.6","66.7","N/A","N/A","N/A","9.70","90.30","2069.6000000000000000","20.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Two or More Races","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Hispanic of Any Race","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Asian","5","21","34","16","N/A","N/A","N/A","26","50","76","6.6","27.6","44.7","21.1","N/A","N/A","N/A","34.20","65.80","2090.1000000000000000","24.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","<3","<3","*","*","N/A","N/A","N/A","<3","*","24","<=20%","<=20%","*","*","N/A","N/A","N/A","<=20%",">=80%","2075.3000000000000000","14.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","<3","*","34","25","N/A","N/A","N/A","13","59","72","<=5%","*","47.2","34.7","N/A","N/A","N/A","18.10","81.90","2080.6000000000000000","20.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Two or More Races","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Hispanic of Any Race","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Economically Disadvantaged","8","14","27","122","N/A","N/A","N/A","22","149","171","<=5%","*","15.8","71.3","N/A","N/A","N/A","12.90","87.10","2070.6000000000000000","23.2000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Students Without Disabilities","9","14","27","116","N/A","N/A","N/A","23","143","166","5.4","8.4","16.3","69.9","N/A","N/A","N/A","13.90","86.10","2071.6000000000000000","23.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students Without Disabilities","7","34","80","46","N/A","N/A","N/A","41","126","167","<=5%","*","47.9","27.5","N/A","N/A","N/A","24.60","75.40","2085.1000000000000000","22.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","English Learners","<3","*","32","36","N/A","N/A","N/A","6","68","74","<=5%","*","43.2","48.6","N/A","N/A","N/A","8.10","91.90","2074.0000000000000000","17.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not English Learners","7","28","53","14","N/A","N/A","N/A","35","67","102","6.9","27.5","52.0","13.7","N/A","N/A","N/A","34.30","65.70","2091.7000000000000000","22.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Male","7","11","15","77","N/A","N/A","N/A","18","92","110","6.4","10.0","13.6","70.0","N/A","N/A","N/A","16.40","83.60","2071.9000000000000000","24.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","9","14","28","124","N/A","N/A","N/A","23","152","175","5.1","8.0","16.0","70.9","N/A","N/A","N/A","13.10","86.90","2070.7000000000000000","23.4000000000000000","N/A","2032","2143","2054.00","2065.00","2082.00"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","6","34","83","49","N/A","N/A","N/A","40","132","172","<=5%","*","48.3","28.5","N/A","N/A","N/A","23.30","76.70","2084.1000000000000000","21.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","7","34","85","50","N/A","N/A","N/A","41","135","176","<=5%","*","48.3","28.4","N/A","N/A","N/A","23.30","76.70","2084.3000000000000000","22.1000000000000000","N/A","2047","2153","2068.00","2080.00","2096.00"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Female","<3","3","13","47","N/A","N/A","N/A","5","60","65","<=5%","<=5%","20.0","72.3","N/A","N/A","N/A","7.70","92.30","2068.7000000000000000","20.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","5","22","51","33","N/A","N/A","N/A","27","84","111","<=5%","*","45.9","29.7","N/A","N/A","N/A","24.30","75.70","2084.9000000000000000","23.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","<3","*","34","17","N/A","N/A","N/A","14","51","65","<=5%","*","52.3","26.2","N/A","N/A","N/A","21.50","78.50","2083.1000000000000000","20.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","English Learners","<3","<3","*","*","N/A","N/A","N/A","<3","*","74","<=5%","<=5%","<=5%","*","N/A","N/A","N/A","<=5%",">=95%","2058.7000000000000000","14.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","9","12","25","55","N/A","N/A","N/A","21","80","101","8.9","11.9","24.8","54.5","N/A","N/A","N/A","20.80","79.20","2079.5000000000000000","24.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Asian","7","9","7","52","N/A","N/A","N/A","16","59","75","9.3","12.0","9.3","69.3","N/A","N/A","N/A","21.30","78.70","2074.7000000000000000","27.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","01554","Hamtramck High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Black or African American","<3","<3","<3","*","N/A","N/A","N/A","<3","*","24","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2061.0000000000000000","13.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","09948","Horizon High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","<3","<3","*","*","N/A","N/A","N/A","<3","*","18","<=20%","<=20%","*","*","N/A","N/A","N/A","<=20%",">=80%","2072.3000000000000000","13.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","09948","Horizon High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82060","Hamtramck, School District of the City of","09948","Horizon High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","<3","<3","<3","*","N/A","N/A","N/A","<3","*","21","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2055.4000000000000000","9.8000000000000000","N/A","*","*","*","*","*"
